0;0;0;0;land;false;unknown;0
1;152;197;177;land;true;plains;1
2;147;165;231;land;true;plains;1
3;189;218;171;land;false;forest;1
4;243;63;207;land;false;marsh;1
5;159;207;157;land;true;plains;1
6;209;201;222;land;false;marsh;1
7;208;168;238;land;false;plains;1
8;118;254;141;land;false;desert;1
9;154;251;125;land;true;plains;1
10;203;244;229;land;false;desert;1
11;229;83;195;land;true;plains;1
12;105;235;184;land;false;plains;1
13;198;155;173;land;false;plains;1
14;250;150;250;land;false;plains;1
15;205;204;227;land;false;desert;1
16;254;181;217;land;false;plains;1
17;250;218;234;land;false;hills;1
18;146;178;210;land;false;jungle;1
19;150;236;153;land;false;plains;1
20;202;204;148;land;false;marsh;1
21;158;210;150;land;false;forest;1
22;91;237;240;land;false;forest;1
23;225;142;182;land;false;plains;1
24;245;199;98;land;false;hills;1
25;248;76;192;land;false;plains;1
26;223;162;161;land;false;plains;1
27;228;61;219;land;false;hills;1
28;132;189;231;land;false;plains;1
29;141;240;253;land;false;desert;1
30;228;207;202;land;false;desert;1
31;80;228;195;land;true;plains;1
32;252;114;154;land;true;plains;1
33;206;115;212;land;false;plains;1
34;241;237;108;land;false;hills;1
35;237;243;36;land;false;plains;1
36;114;211;229;land;true;desert;1
37;245;12;247;land;false;plains;1
38;135;228;167;land;false;mountain;1
39;176;203;228;land;false;mountain;1
40;163;249;101;land;true;plains;1
41;243;197;152;land;false;plains;1
42;239;218;111;land;true;plains;1
43;133;192;206;land;false;plains;1
44;188;170;170;land;true;plains;1
45;173;146;248;land;true;plains;1
46;205;217;168;land;false;desert;1
47;121;252;167;land;false;plains;1
48;232;218;79;land;false;jungle;1
49;232;143;210;land;false;hills;1
50;213;231;100;land;false;hills;1
51;247;183;74;land;false;forest;1
52;250;223;244;land;true;plains;1
53;219;182;134;land;false;plains;1
54;252;212;165;land;false;plains;1
55;170;231;159;land;false;plains;1
56;162;239;180;land;false;marsh;1
57;253;133;132;land;true;marsh;1
58;246;114;251;land;false;plains;1
59;217;158;233;land;true;plains;1
60;210;234;173;land;true;plains;1
61;148;101;253;land;false;plains;1
62;234;145;242;land;false;plains;1
63;219;207;77;land;false;plains;1
64;151;245;229;land;false;plains;1
65;27;242;232;land;false;hills;1
66;176;242;199;land;false;plains;1
67;70;236;213;land;false;plains;1
68;246;232;89;land;false;plains;1
69;182;193;215;land;false;desert;1
70;48;244;250;land;false;plains;1
71;222;118;176;land;false;hills;1
72;210;147;183;land;false;plains;1
73;234;131;211;land;true;desert;1
74;209;142;154;land;false;hills;1
75;197;212;159;land;false;hills;1
76;136;247;119;land;false;desert;1
77;229;186;235;land;true;plains;1
78;62;220;221;land;false;marsh;1
79;230;150;236;land;false;jungle;1
80;212;143;181;land;false;desert;1
81;189;125;213;land;true;forest;1
82;166;155;183;land;false;plains;1
83;151;193;171;land;false;plains;1
84;197;183;167;land;false;desert;1
85;200;225;142;land;false;marsh;1
86;241;254;207;land;false;hills;1
87;132;235;181;land;true;marsh;1
88;226;190;112;land;true;plains;1
89;207;159;219;land;false;desert;1
90;29;254;251;land;false;hills;1
91;209;101;232;land;false;marsh;1
92;158;254;229;land;false;hills;1
93;199;155;225;land;true;marsh;1
94;175;176;179;land;true;desert;1
95;215;201;111;land;false;plains;1
96;233;202;99;land;false;hills;1
97;225;218;222;land;false;plains;1
98;167;172;196;land;false;mountain;1
99;218;114;224;land;false;desert;1
100;253;208;228;land;false;desert;1
101;82;231;204;land;false;marsh;1
102;135;149;224;land;true;plains;1
103;229;189;120;land;false;plains;1
104;220;251;196;land;false;plains;1
105;230;254;52;land;false;plains;1
106;222;82;252;land;true;desert;1
107;207;249;128;land;false;plains;1
108;232;181;188;land;false;plains;1
109;236;165;188;land;false;plains;1
110;233;248;89;land;false;plains;1
111;245;135;190;land;false;plains;1
112;234;185;151;land;true;plains;1
113;170;236;104;land;false;plains;1
114;195;223;93;land;false;plains;1
115;210;248;236;land;false;jungle;1
116;222;87;210;land;false;forest;1
117;168;113;241;land;true;marsh;1
118;99;184;239;land;true;plains;1
119;179;221;222;land;false;plains;1
120;215;175;131;land;false;plains;1
121;156;193;174;land;false;desert;1
122;225;228;198;land;true;plains;1
123;199;158;190;land;false;plains;1
124;89;223;227;land;false;plains;1
125;107;173;230;land;false;plains;1
126;156;234;120;land;true;plains;1
127;248;216;227;land;true;plains;1
128;113;252;158;land;false;plains;1
129;247;194;129;land;false;desert;1
130;247;119;135;land;true;plains;1
131;145;150;250;land;false;plains;1
132;202;85;222;land;false;plains;1
133;254;175;143;land;false;plains;1
134;138;244;237;land;true;desert;1
135;244;156;160;land;true;plains;1
136;129;201;236;land;false;hills;1
137;182;158;210;land;false;plains;1
138;146;243;208;land;false;plains;1
139;171;238;145;land;false;plains;1
140;245;17;240;land;false;plains;1
141;228;148;208;land;false;desert;1
142;210;131;247;land;false;desert;1
143;146;225;229;land;false;desert;1
144;172;225;147;land;true;plains;1
145;242;217;97;land;false;forest;1
146;155;196;241;land;false;marsh;1
147;124;252;158;land;false;hills;1
148;169;106;249;land;false;plains;1
149;192;222;177;land;false;desert;1
150;147;241;161;land;false;plains;1
151;240;234;251;land;true;plains;1
152;165;239;158;land;false;plains;1
153;214;235;250;land;false;hills;1
154;223;75;213;land;false;desert;1
